"num_projeto";"data_apresentacao";"autor";"localizacao_atual";"status";"data_ultima_tram";"ultima_acao";"projeto";"data"
"IND 2341/2021 - Indicação";"12 De Janeiro De 2021 ";"Jair Montes";NA;NA;NA;NA;"IND";2021-01-12
"IND 2340/2021 - Indicação";"13 De Janeiro De 2021 ";"Alex Redano";NA;NA;NA;NA;"IND";2021-01-13
"IND 2339/2021 - Indicação";"13 De Janeiro De 2021 ";"Alex Redano";NA;NA;NA;NA;"IND";2021-01-13
"IND 2338/2021 - Indicação";"13 De Janeiro De 2021 ";"Alex Redano";NA;NA;NA;NA;"IND";2021-01-13
"IND 2337/2021 - Indicação";"13 De Janeiro De 2021 ";"Alex Redano";NA;NA;NA;NA;"IND";2021-01-13
"IND 2336/2021 - Indicação";"20 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-20
"IND 2335/2021 - Indicação";"20 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-20
"IND 2334/2021 - Indicação";"20 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-20
"IND 2333/2021 - Indicação";"22 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-22
"IND 2332/2021 - Indicação";"15 De Dezembro De 2020 ";"Jhony Paixão";NA;NA;NA;NA;"IND";2020-12-15
"IND 2331/2021 - Indicação";"17 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-17
"IND 2330/2021 - Indicação";"17 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-17
"IND 2329/2021 - Indicação";"17 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-17
"IND 2328/2021 - Indicação";"17 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-17
"IND 2327/2021 - Indicação";"17 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-17
"IND 2326/2021 - Indicação";"17 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-17
"IND 2325/2021 - Indicação";"17 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-17
"IND 2324/2021 - Indicação";"17 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-17
"IND 2323/2021 - Indicação";"21 De Dezembro De 2020 ";NA;NA;NA;NA;NA;"IND";2020-12-21
"IND 2322/2021 - Indicação";"21 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-21
"IND 2321/2021 - Indicação";"21 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-21
"IND 2320/2021 - Indicação";"21 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-21
"IND 2319/2021 - Indicação";"21 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-21
"IND 2318/2021 - Indicação";"21 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-21
"IND 2317/2021 - Indicação";"21 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-21
"IND 2316/2021 - Indicação";"21 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-21
"IND 2315/2021 - Indicação";"22 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-22
"IND 2314/2021 - Indicação";"22 De Dezembro De 2020 ";"Marcelo Cruz";NA;NA;NA;NA;"IND";2020-12-22
"PLC 96/2021 - Projeto de Lei Complementar";"18 De Janeiro De 2021 ";"Tribunal De Contas - Presidente";"Arquivo - Dl - Arq-Dl";"Proposição Transformada Em Lei";" Plc 96/2021 - Projeto De Lei Complementar Ementa: Altera A Lei Complementar Nº 1 023, De 6 De Junho De 2019, Que “Dispõe Sobre O Plano De Carreira, Cargos E Remuneração, O Quadro De Pessoal Dos Servidores Do Tribunal De Contas Do Estado De Rondônia E Dá Outras Providências Apresentação: 18 De Janeiro De 2021 Autor: Tribunal De Contas - Presidente Localização Atual: Arquivo - Dl - Arq-Dl Status: Proposição Transformada Em Lei Data Fim Prazo (Tramitação): Data Votação: 18 De Janeiro De 2021 18 De Janeiro De 2021 Data Da Última Tramitação: 11 De Fevereiro De 2021 Última Ação: Lei Complementar Nº 1 083 De 08 02 2021 Publicado No D O E Nº27 De 08 02 2021 Texto Original Norma Jurídica Vinculada: Lei Complementar Nº 1 083, De 08 De Fevereiro De 2021 ";NA;"PLC";2021-01-18
"PLC 95/2021 - Projeto de Lei Complementar";"18 De Janeiro De 2021 ";"Mesa Diretora - Presidente";"Arquivo - Dl - Arq-Dl";"Proposição Transformada Em Lei";" Plc 95/2021 - Projeto De Lei Complementar Ementa: Cria O Fundo Especial Do Poder Legislativo De Rondônia De Ampliação Do Fundo Previdenciário Financeiro Do Instituto De Previdência Dos Servidores Públicos Do Estado De Rondônia Apresentação: 18 De Janeiro De 2021 Autor: Mesa Diretora - Presidente Localização Atual: Arquivo - Dl - Arq-Dl Status: Proposição Transformada Em Lei Data Fim Prazo (Tramitação): Data Votação: 18 De Janeiro De 2021 18 De Janeiro De 2021 Data Da Última Tramitação: 25 De Janeiro De 2021 Última Ação: Proposição Convertida Em Lei Complementar Nº 1 082 De 21 De Janeiro De 2021 Publicada No D O E Nº 014 De 01 De Janeiro De 2021 Texto Original Norma Jurídica Vinculada: Lei Complementar Nº 1 082, De 21 De Janeiro De 2021 ";NA;"PLC";2021-01-18
"PLO 931/2021 - Projeto de Lei Ordinária";"18 De Janeiro De 2021 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Proposição Transformada Em Lei";" Plo 931/2021 - Projeto De Lei Ordinária Ementa: Altera, Acresce E Revoga Dispositivos Da Lei Nº 688, De 27 De Dezembro De 1996, Altera Dispositivos Da Lei Nº 950, De 22 De Dezembro De 2000 E Altera Dispositivos Da Lei Nº 959, De 28 De Dezembro De 2000 E Altera E Revoga Dispositivos Da Lei Nº 959, De 28 De Dezembro De 2000 Apresentação: 18 De Janeiro De 2021 Autor: Poder Executivo - Executivo Localização Atual: Arquivo - Dl - Arq-Dl Status: Proposição Transformada Em Lei Data Fim Prazo (Tramitação): Data Votação: 18 De Janeiro De 2021 18 De Janeiro De 2021 Data Da Última Tramitação: 21 De Janeiro De 2021 Última Ação: Proposição Convertida Em Lei Ordinária Nº 4 952 De 19 De Janeiro De 2021 Publicada No D O E Nº 012 De 20 De Janeiro De 2021 Texto Original Norma Jurídica Vinculada: Lei Ordinária Nº 4 952, De 19 De Janeiro De 2021 ";NA;"PLO";2021-01-18
"PLO 929/2021 - Projeto de Lei Ordinária";"18 De Janeiro De 2021 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Proposição Transformada Em Lei";" Plo 929/2021 - Projeto De Lei Ordinária Ementa: Autoriza O Poder Executivo A Abrir Crédito Adicional Suplementar Por Superavit Financeiro, Até O Valor De R$ 12 343 298,68, Em Favor Da Unidade Orçamentária Fundo Estadual De Saúde - Fes Apresentação: 18 De Janeiro De 2021 Autor: Poder Executivo - Executivo Localização Atual: Arquivo - Dl - Arq-Dl Status: Proposição Transformada Em Lei Data Fim Prazo (Tramitação): Data Votação: 18 De Janeiro De 2021 18 De Janeiro De 2021 Data Da Última Tramitação: 21 De Janeiro De 2021 Última Ação: Proposição Convertida Em Lei Ordinária Nº 4 951 De 19 De Janeiro De 2021 Publicada No D O E Nº 012 De 20 De Janeiro De 2021 Texto Original Norma Jurídica Vinculada: Lei Ordinária Nº 4 951, De 19 De Janeiro De 2021 ";NA;"PLO";2021-01-18
"PLO 928/2021 - Projeto de Lei Ordinária";"18 De Janeiro De 2021 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Proposição Transformada Em Lei";" Plo 928/2021 - Projeto De Lei Ordinária Ementa: Institui O Programa De Recuperação De Créditos De Icms Da Fazenda Pública Estadual, “Refaz Icms”, E Dá Outras Providências Apresentação: 18 De Janeiro De 2021 Autor: Poder Executivo - Executivo Localização Atual: Arquivo - Dl - Arq-Dl Status: Proposição Transformada Em Lei Data Fim Prazo (Tramitação): Data Votação: 18 De Janeiro De 2021 18 De Janeiro De 2021 Data Da Última Tramitação: 21 De Janeiro De 2021 Última Ação: Proposição Convertida Em Lei Ordinária Nº 4 953 De 19 De Janeiro De 2021 Publicada No D O E Nº 012 De 20 De Janeiro De 2021 Texto Original Norma Jurídica Vinculada: Lei Ordinária Nº 4 953, De 19 De Janeiro De 2021 ";NA;"PLO";2021-01-18
"PLO 927/2021 - Projeto de Lei Ordinária";"18 De Janeiro De 2021 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Proposição Transformada Em Lei";" Plo 927/2021 - Projeto De Lei Ordinária Ementa: Cria A Verba Indenizatória Temporária Para Cargos De Difícil Provimento Ou Difícil Lotação Nas Unidades Hospitalares, Referência No Tratamento Da Covid-19 Ou Que Disponham De Leitos Para Tratamento Exclusivo Para Tratamento Da Doença E Dá Outras Providência Apresentação: 18 De Janeiro De 2021 Autor: Poder Executivo - Executivo Localização Atual: Arquivo - Dl - Arq-Dl Status: Proposição Transformada Em Lei Data Fim Prazo (Tramitação): Data Votação: 18 De Janeiro De 2021 18 De Janeiro De 2021 Data Da Última Tramitação: 21 De Janeiro De 2021 Última Ação: Proposição Convertida Em Lei Ordinária Nº 4 954 De 19 De Janeiro De 2021 Publicada No D O E Nº 012 De 20 De Janeiro De 2021 Texto Original Norma Jurídica Vinculada: Lei Ordinária Nº 4 954, De 19 De Janeiro De 2021 ";NA;"PLO";2021-01-18
"IND 2316/2020 - Indicação";"22 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-22
"IND 2315/2020 - Indicação";"22 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-22
"IND 2314/2020 - Indicação";"22 De Dezembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-12-22
"IND 2313/2020 - Indicação";"16 De Dezembro De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-12-16
"IND 2312/2020 - Indicação";"15 De Dezembro De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-12-15
"IND 2311/2020 - Indicação";"15 De Dezembro De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-12-15
"IND 2310/2020 - Indicação";"16 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-16
"IND 2309/2020 - Indicação";"16 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-16
"IND 2308/2020 - Indicação";"15 De Dezembro De 2020 ";"Marcelo Cruz";NA;NA;NA;NA;"IND";2020-12-15
"IND 2307/2020 - Indicação";"10 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-10
"IND 2306/2020 - Indicação";"15 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-15
"IND 2305/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2304/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2302/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2301/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2300/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2299/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2298/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2297/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2296/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2295/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2294/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2293/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2292/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2291/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2290/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2289/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2288/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2287/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2286/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2285/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2284/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2283/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2282/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2281/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2280/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2279/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2278/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2277/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2276/2020 - Indicação";"15 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-15
"IND 2275/2020 - Indicação";"15 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-15
"IND 2274/2020 - Indicação";"15 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-15
"IND 2273/2020 - Indicação";"15 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-15
"IND 2272/2020 - Indicação";"15 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-15
"IND 2271/2020 - Indicação";"15 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-15
"IND 2270/2020 - Indicação";"15 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-15
"IND 2269/2020 - Indicação";"15 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-15
"IND 2268/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2267/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2266/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2265/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2264/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2263/2020 - Indicação";"15 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-15
"IND 2262/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2261/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2260/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2259/2020 - Indicação";"10 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-10
"IND 2258/2020 - Indicação";"11 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-11
"IND 2257/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2256/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2255/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2254/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2253/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2252/2020 - Indicação";"14 De Dezembro De 2020 ";NA;NA;NA;NA;NA;"IND";2020-12-14
"IND 2251/2020 - Indicação";"18 De Setembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-09-18
"IND 2250/2020 - Indicação";"8 De Dezembro De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-12-08
"IND 2249/2020 - Indicação";"14 De Dezembro De 2020 ";"Ismael Crispin";NA;NA;NA;NA;"IND";2020-12-14
"IND 2248/2020 - Indicação";"14 De Dezembro De 2020 ";"Ismael Crispin";NA;NA;NA;NA;"IND";2020-12-14
"IND 2247/2020 - Indicação";"8 De Dezembro De 2020 ";"Alex Silva";NA;NA;NA;NA;"IND";2020-12-08
"IND 2246/2020 - Indicação";"8 De Dezembro De 2020 ";"Chiquinho Da Emater";NA;NA;NA;NA;"IND";2020-12-08
"IND 2245/2020 - Indicação";"11 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-11
"IND 2244/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2243/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2242/2020 - Indicação";"17 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-17
"IND 2241/2020 - Indicação";"11 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-11
"IND 2240/2020 - Indicação";"11 De Dezembro De 2020 ";NA;NA;NA;NA;NA;"IND";2020-12-11
"IND 2239/2020 - Indicação";"11 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-11
"IND 2238/2020 - Indicação";"17 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-17
"IND 2237/2020 - Indicação";"11 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-11
"IND 2236/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2235/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2234/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2233/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2232/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2231/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2230/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2229/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2228/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2227/2020 - Indicação";"17 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-17
"IND 2226/2020 - Indicação";"17 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-17
"IND 2225/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2224/2020 - Indicação";"14 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-14
"IND 2223/2020 - Indicação";"10 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-10
"IND 2222/2020 - Indicação";"10 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-10
"IND 2221/2020 - Indicação";"11 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-11
"IND 2220/2020 - Indicação";"8 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-08
"IND 2219/2020 - Indicação";"10 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-10
"IND 2218/2020 - Indicação";"11 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-11
"IND 2217/2020 - Indicação";"11 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-11
"IND 2216/2020 - Indicação";"10 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-10
"IND 2215/2020 - Indicação";"9 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-09
"IND 2214/2020 - Indicação";"9 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-09
"IND 2213/2020 - Indicação";"7 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-07
"IND 2212/2020 - Indicação";"8 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-08
"IND 2211/2020 - Indicação";"11 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-11
"IND 2210/2020 - Indicação";"8 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-08
"IND 2209/2020 - Indicação";"11 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-11
"IND 2208/2020 - Indicação";"9 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-09
"IND 2207/2020 - Indicação";"11 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-11
"IND 2206/2020 - Indicação";"8 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-08
"IND 2205/2020 - Indicação";"8 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-08
"IND 2204/2020 - Indicação";"8 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-08
"IND 2203/2020 - Indicação";"7 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-07
"IND 2202/2020 - Indicação";"8 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-08
"IND 2201/2020 - Indicação";"8 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-08
"IND 2200/2020 - Indicação";"8 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-08
"IND 2199/2020 - Indicação";"2 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-02
"IND 2198/2020 - Indicação";"1 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-01
"IND 2197/2020 - Indicação";"1 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-01
"IND 2196/2020 - Indicação";"1 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-01
"IND 2195/2020 - Indicação";"1 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-01
"IND 2194/2020 - Indicação";"8 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-08
"IND 2193/2020 - Indicação";"1 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-01
